patent_id,assignee_id,disambig_assignee_organization
5874701,ba848de7-7bb3-4da3-88e4-30d71730b9bc,TOTO LTD.
D892129,dc2702a4-b98b-4cbe-b673-746eedf72ace,"PCTesT Engineering Laboratory, INC."
7651496,25d09bb4-67ab-4976-9b44-181cb8629109,"Zimmer Spine, Inc."
7793361,ce1f1c1d-4b3f-4b72-9880-dee092bbe83e,"NIKE, Inc."
10111327,29b8f534-149e-443c-b76b-3c4a222da89c,International Business Machines Corporation
5342404,c2081349-5298-491d-a6e4-9e54d09dc27d,Intermedics Inc.
12171569,d9306c5c-0682-4d06-9403-74ba052eb1d6,Oura Health Oy
D480831,ee2b1750-7f7b-45e5-ad22-5a86ccc94f55,STERIS Corporation
6298481,e481ffb2-2e29-4887-8f2c-9532bdea653e,"Segasoft, Inc."
4149408,cb5367eb-ebac-459a-b013-d92860572522,"Nissan Motor Co., Ltd."
5844289,a5e4f5aa-e014-4c3c-b878-4d58405c0d5e,HAMAMATSU PHOTONICS K.K.
11874048,906da649-dd98-4eac-a78c-d5dc3cc385b1,LG ELECTRONICS INC.
5078656,c6917367-707b-47bd-a76b-88d734bc85f6,AKTIEBOLAGET SKF
5242854,45fb520b-1ab7-4097-81ee-d9d736c0ab3c,NATIONAL SEMICONDUCTOR CORPORATION
11264439,bbdb6d7a-0cc0-4416-85ca-fef041a8e40b,"Wuhan China Star Optoelectronics Semiconductor Display Technology Co., Ltd."
12230691,69a10d5a-b7d5-4de3-8ffb-1b8a92b69475,"Applied Materials, Inc."
7386569,29b8f534-149e-443c-b76b-3c4a222da89c,International Business Machines Corporation
11376733,b581f25a-fab9-4fb0-9be1-c1bd9f209dc5,"Facebook Technologies, LLC"
9589145,e6405b83-cc50-4ecf-a672-ff77bb2d206a,Oracle International Corporation
4574830,fd986d33-3d66-4848-a343-6dcc8503d298,Exxon Production Research Company
11352870,c4e9aac3-182a-4a50-9e37-22e3ce75e2a1,TECHNOLOGICAL RESOURCES PTY LIMITED
7259345,baa2578b-d41a-490e-a088-088e5f2a66fa,"SIEMENS ENERGY & AUTOMATION, INC."
8072946,55715b8e-9037-47c9-8e27-a2acf13d6047,Intel Corporation
6343313,5e8db46b-3ef3-4536-b898-7a44d7cfb76a,"PIXION, INC."
5556725,bb301870-2026-442f-adcf-1e25f404f239,Hyundai Electronics Industries Co. Ltd.
5137840,29b8f534-149e-443c-b76b-3c4a222da89c,International Business Machines Corporation
6180303,dfdf1f1a-8f22-41dc-a7f0-855bde20ca67,CANON KABUSHIKI KAISHA
11773566,bbf1d5f4-e1ef-44df-ac2a-929d2c341942,KOMATSU LTD.
5569833,b8234d98-9fda-40be-931b-779ff86c7ffa,INSTITUT NATIONAL DE LA RECHERCHE AGRONOMQIUE
6035036,ed0df27f-482b-4904-9782-fcbc717de24b,United Industrial Trading Corp.
12425463,a7b79334-35a4-48e8-8143-47f2bfd65432,TELEFONAKTIEBOLAGET LM ERICSSON (PUBL)
4199777,93f8c962-7a18-45c0-b192-7a141f9a8b6c,"HITACHI, LTD."
D271999,3591423e-2b44-4d5b-8595-d43ebbe1cb89,Tokyo Shibaura Denki Kabushiki Kaisha
5721092,f42f0095-dde3-45d2-a73e-b4ab292d86c2,Konica Corporation
4995939,498adaf2-7a2b-4e0f-ac30-ff034132917b,Magyar Tudomanyos Akademia Muszaki Fizikai Kutato Intezete
12089375,77b0e539-7552-487c-8171-df9127f7fa66,"SUMITOMO ELECTRIC INDUSTRIES, LTD."
5986599,55bc7465-2823-418d-9835-41d555c610a6,SONY GROUP CORPORATION
4516860,149397a0-ce78-4fee-9188-230b34141e36,Hosokawa-Nauta B.V.
7697927,34099638-0e1f-407d-a597-0a2a312fcec5,"Embarq Holdings Company, LLC"
4929685,aa948df8-9bc6-4217-b78f-0e2cea4ebda5,Nippon Oil & Fats Co. Ltd.
5198075,79b3cfaf-3dbb-4e53-96a1-bf83696ecb64,TAG Pulp Industries S.A.
12150959,db486af5-960d-4fc8-ad72-e5afc4674bba,"Regeneron Pharmaceuticals, Inc."
7804094,55bc7465-2823-418d-9835-41d555c610a6,SONY GROUP CORPORATION
7348944,7fb350b4-e7d3-4134-baa3-fa49447aebff,Chi Mei Optoelectronics Corp.
10624368,1a83841e-193c-49b5-9c02-bb559bf3af94,Nevada Naturals Inc.
10231418,df177dc9-2bab-4962-a377-7bc58538742c,"PIONEER HI-BRED INTERNATIONAL, INC."
11182808,2e3867fa-29ae-4bbb-a2db-2424b3b465f4,"Target Brands, Inc."
D545871,529030b2-a9ae-4df4-a449-ba8d65d8af42,"Oakley, Inc."
8809009,338d4791-e658-4769-b6ca-9bf05a994948,BIOMARIN PHARMACEUTICAL INC.
8673725,29b8f534-149e-443c-b76b-3c4a222da89c,International Business Machines Corporation
6149393,a029ca30-efb6-4500-80d9-40be16baa045,NATE International
7164378,2241d122-d001-489a-a9d6-e72b518079ac,Linear Technology Holding LLC
10480493,7385c5f4-3dd4-4af5-b395-b0b5e8fe0b00,California Institute of Technology
10693302,a87cb859-aa8f-466c-919a-2020eca13854,Dialog Semiconductor (UK) Limited
7680706,2ad85a1f-244c-49db-bb55-b41f52d9f5d4,"Rebuilders Automotive Supply Co., Inc."
9452995,b23c7ece-c918-4b7a-832b-808d8355d8d1,"Jikai Biosciences, Inc."
11174847,b904f566-62d6-44a5-8689-7b5c5a3a1a19,General Electric Company
D519577,a4d22f9e-01f0-43c8-848f-4577b7cecc84,Konami Corporation
11969566,1d6933c0-5da8-40f2-ba90-550bec44a0eb,"Vactronix Scientific, LLC"
D639820,d57fb300-82a1-421d-873e-0a3f18b5ba30,OpenPeak LLC
5952277,0a6e070c-0f61-4842-b3a8-76667d284f34,Asahipen Corporation
7843874,55715b8e-9037-47c9-8e27-a2acf13d6047,Intel Corporation
9261466,1c631b96-8301-4819-bd8c-2e69e2ef6c76,Robert Bosch GmbH
9489420,550afbc9-965b-4174-9ae3-2ee14d9ed3a3,"YAHOO HOLDINGS, INC."
9751896,5b9389d2-7589-42a6-96a2-58ca41290379,SHAANXI UNIVERSITY OF SCIENCE AND TECHNOLOGY
8566050,3883eebd-e0c6-4eab-812e-0fcadc125ece,Siemens Rail Automation Holdings Limited
11554352,c8ced175-513b-46c2-8c17-72c56ee9f2c4,Starbucks Corporation
5434912,b1f192a1-1923-4f12-9ad5-d84a83450eff,"Bell Communications Research, Inc."
8602206,bed036ee-8365-4fce-97d6-97deaf38ebe6,"HON HAI PRECISION INDUSTRY CO., LTD."
11614922,38cff6e0-fc52-4faf-9fa9-b72912600dee,Apple Inc.
7996336,29b8f534-149e-443c-b76b-3c4a222da89c,International Business Machines Corporation
8291031,048b2efe-1ff2-4857-9bbc-18422f0f1910,GOOGLE LLC
9006943,08514c17-5e85-4eeb-8c5d-f62da6e46d0f,"Remy Technologies, LLC"
10777863,a7058c53-4733-4489-9af4-d0802a5f5a54,GE ENERGY POWER CONVERSION TECHNOLOGY LIMITED
10073573,5cb5464d-f3e7-4a3a-8e5d-a128741a0b13,FUJIFILM Corporation
9652493,0e58b46b-2bf9-4b2e-a192-6219352efa9c,Dell Products L.P.
10265901,4265369e-45b7-4170-b142-712045e93d89,Blue Evolution Inc.
12448716,906da649-dd98-4eac-a78c-d5dc3cc385b1,LG ELECTRONICS INC.
5348453,c8df3510-7e70-4fcc-875a-454b1ec439c8,JAMES RIVER CORPORATION OF VIRGINIA
9053517,f841cd9f-cb3f-4ccc-8f78-b4c9199e5392,"rb.tv., Inc."
4309725,67c9606b-94c0-4992-93e2-8f2b69aafd0c,RCA Corporation
5309448,29b8f534-149e-443c-b76b-3c4a222da89c,International Business Machines Corporation
9770536,cffe511f-74ba-4123-8fa5-d2d81357748c,"ANGIOSCORE, INC."
6165467,1499c6db-8f29-4142-8417-5f5baa04a0c8,Yoshihide Hagiwara
D581102,8883b6e3-a7fd-45c6-ab18-9901b8040d5b,"McCrane, Inc."
11981650,55fc876f-f79f-4f44-8260-12da6f1fa7b0,IGM RESINS ITALIA S.R.L.
5202489,adfed058-6464-41c1-addf-c92438b03e29,Union Carbide Chemicals & Plastics Technology LLC
10644106,533e0469-baac-46b7-9576-669db08092eb,"SAMSUNG DISPLAY CO., LTD."
11118615,84328b03-e854-41c0-a35a-74c5d20ad3d4,HUNAN UNIVERSITY OF TECHNOLOGY LTD.
10516351,01f67761-cccd-4244-8e10-50b5cafbbb9e,KEBA AG
8310546,1d443c32-beaa-448d-b67c-2e60c804fd0a,DENSO CORPORATION
7527926,ab31cf64-c92a-439b-a670-df453c642053,Genome Institute of Singapore
9162821,d9885d13-a62b-433f-994c-687e0f4c7cb2,Aumund Fördertechnik GmbH
6169585,bdcc4e9e-662e-4d11-bc1a-7beddcb4e431,U.S. Philips Corporation
12101800,c588a8d4-7df8-4fcd-831f-ead5ec3e27e8,Lenovo (Beijing) Limited
D996988,1b7df2b5-6ba8-45e7-978f-a91d69bf49be,HONEYWELL INTERNATIONAL INC.
5569906,06127213-4053-41c6-8018-8e24d063e65f,"Jaeger Industrial Co., Ltd."
12369848,ee3e8003-4a09-482f-88dc-23eb9437d90a,Sleep Number Corporation
7328957,dfdf1f1a-8f22-41dc-a7f0-855bde20ca67,CANON KABUSHIKI KAISHA
7718303,87bbd77e-54e0-4d95-9c1b-7843963c09eb,TOYOTA JIDOSHA KABUSHIKI KAISHA
11616940,501dff99-7132-492f-a528-a015dd73464c,KYOCERA Corporation
6116877,77b0e539-7552-487c-8171-df9127f7fa66,"SUMITOMO ELECTRIC INDUSTRIES, LTD."
11397569,10aa3d8e-b0ae-4c68-81ad-9e2dd031a07b,SAP SE
9286452,68ba46a2-a2a6-41ba-8a65-e9a2f2d1a791,"KONICA MINOLTA, INC."
11846345,db12c44a-cd79-43ab-84ad-3e9e341630e2,Schaeffler Technologies AG & Co. KG
RE32830,f87efb8d-989a-4006-a217-0e8f0a5d9f48,"GKN Automotive Components, Inc."
9490336,f42b3ee0-57d2-4044-8b94-bbd100823922,THE UNIVERSITY OF CONNECTICUT
8460858,faff457a-0b7a-40a6-877d-39a289f5b97b,ADEKA CORPORATION
7288990,a42ba1ca-eafb-4dff-b0a2-604b53435405,Broadcom Corporation
6376192,957f2745-258f-4513-a2c0-c92b031f83d6,Baylor College of Medicine
6213182,7fa36de2-2f4b-4708-9b7e-cb2f05de7f85,"SUMITOMO RUBBER INDUSTRIES, LTD."
9988144,ff6a0dd6-ce8a-40db-91a8-6e93655b3a73,AIRBUS OPERATIONS LIMITED
5367335,74c11be2-20ec-49fe-ac26-d839d375bd32,MITSUBISHI ELECTRIC CORPORATION
10989154,2d35f8e2-e5fa-4874-a39d-3bcbed26a328,Vitesco Technologies GmbH
9510744,68fcc24a-5855-4d0c-a04e-14ebb91693d3,Karl Storz GmbH & Co. KG
10511844,45dd64f7-ef29-47a4-be13-bc2beeb658ea,TAGIVAN II LLC
7622500,9b80291b-7f62-4cb0-86e8-33b15877feed,Pfizer Inc.
D844770,8023243e-c2db-47ff-8906-430202d51fb7,"MINKA LIGHTING, INC."
10338829,0e58b46b-2bf9-4b2e-a192-6219352efa9c,Dell Products L.P.
4393920,4cf8da95-e92e-4e41-b5f3-82898dacdfd4,MITSUBISHI KOGYO KABUSHIKI KAISHA
10982559,b904f566-62d6-44a5-8689-7b5c5a3a1a19,General Electric Company
10388022,5109882e-4385-434a-8689-444b908b8bcb,ULSee Inc.
4323956,e48db44c-8f19-4334-99f9-4ee525d8cda7,"Esquire Ltd., Inc."
5581345,5b5d33ea-6f6d-44e1-be21-8e4dd896687b,NIKON CORPORATION
9843865,501dff99-7132-492f-a528-a015dd73464c,KYOCERA Corporation
8181125,d1097181-f21f-4cfa-995a-7f16d587ea4a,"Hewlett-Packard Development Company, L.P."
10114463,533e0469-baac-46b7-9576-669db08092eb,"SAMSUNG DISPLAY CO., LTD."
4174634,aca5a488-cd62-4a43-b783-67d4e213a449,CGR Ultrasonic
10681449,203fdae6-83e0-4b55-8abc-dee5f4a40688,BRAGI GMBH
12124478,3ab6b3c2-dcd4-4b16-bdb2-238bae2257cd,OPEN TEXT INC.
7604408,8c070b68-d1c2-4429-be81-66b330636452,Bosch Rexroth Mechatronics GmbH
6232183,47935885-2b48-4ffa-91c5-ebe0af105ec3,UNITED MICROELECTORNICS CORP.
6255517,ae429a6a-aa3a-425b-9767-23858f9fc833,Unknown
D426497,fc89b7f3-8748-4605-8caf-6dfbc43a3099,"Continental General Tire, Inc."
5724794,6f88d8f5-80bb-4141-a9d9-1cb61a753ddc,KUHN S.A.
D1101935,ff21cc91-569c-48ed-81f7-0ea2219a4676,Fisher & Paykel Healthcare Limited
12369276,bfe67a50-5ccb-4a42-9605-7c4a4cbab367,"COOLER MASTER CO., LTD."
7234669,28316c56-2a82-4b02-9658-d81b280e3ceb,"Senior Industries, Inc."
6653393,69815378-a586-4f85-bc3b-46aa2bfa6916,Soft 99 Corporation
6419868,9a840321-44cb-4ff9-bc92-3ac8667e7c3a,"Cardiac Pacemakers, Inc."
4155641,dfdf1f1a-8f22-41dc-a7f0-855bde20ca67,CANON KABUSHIKI KAISHA
6915247,cbc31957-5625-4c60-be87-a8918629bba8,Texas Instruments Incorporated
8159159,d1097181-f21f-4cfa-995a-7f16d587ea4a,"Hewlett-Packard Development Company, L.P."
11699452,36be6c59-01ae-44f0-baaa-78958210dfde,"T-Mobile USA, Inc."
5439614,3a9adec5-2aa0-424d-bbdf-6fbdbfdbd59e,Monsanto Company
12024096,48ab1dfe-e86c-4415-a1a7-ff365719b0f2,Shanghai Yanfeng Jinqiao Automotive Trim Systems Co. Ltd.
5045551,d02a2fc6-7ded-4d47-ae56-93f325d016b6,"Allergan, Inc."
D547841,a66b248e-301e-4e61-a21c-ccdcfdd3912e,BLANCO GmbH + Co KG
10645026,c67636a6-0bd3-4c6c-be14-b7796fcad965,"LIVEPERSON, INC."
D694599,b0d3f66e-9593-4020-8d2e-00681f25cbe9,Techtronic Power Tools Technology Limited
6083692,2d151494-506f-4bf9-b65b-d523bcc7fb5e,"Amerimas Home Products, Inc."
D521882,5cf5ea47-a0f2-487a-8e91-6f99d2d9f909,Empire Level Mfg. Corp.
6843360,39acccda-b2ec-4cf8-9d44-96b14be521c4,Douglas Machine Inc.
7033954,e26f6502-4416-481e-b15a-e69178b15dfc,"Micron Technology, Inc."
5147351,8a550412-4711-45da-a73c-d817e0955dd9,Wagner Group GmbH
8222803,8c3c488c-e5ca-440a-bdd2-31697d75df48,"NGK SPARK PLUG CO., LTD."
9933580,e83f1488-ac32-41f8-b076-ef847be7b4e9,"ORIENT BRAINS CO., LTD."
6802707,fafef382-7ea1-478a-bbb1-dece22befe29,"S. C. JOHNSON & SON, INC."
5789329,201672c5-1bf3-496c-85f3-48f1c4783fd7,"Owens-Corning Fiberglas Technology, Inc."
12182048,e26f6502-4416-481e-b15a-e69178b15dfc,"Micron Technology, Inc."
4002362,ae457377-25f7-4259-ae66-579aecab590c,B. F. Goodrich Canada Limited
H929,0ca453f8-660f-4a5b-858b-c7a23da5c9f6,"The Unites States of America, as represented by the Secretary of the Navy"
5405121,653eb0cd-089c-49e8-9dd0-0ca1d32f7d66,Centro De Investigacion Y De Estudios Avanzados Del I.P.N.
11368528,d530b05a-2539-4dbe-aa54-027b4ab9be0b,"Microsoft Technology Licensing, LLC"
10453716,88c962da-6df3-4f86-85ba-14c24c3cb600,"Taiwan Semiconductor Manufacturing Company, Ltd."
6860008,1c631b96-8301-4819-bd8c-2e69e2ef6c76,Robert Bosch GmbH
10167586,76982b75-e91a-46d7-bfea-50d4c286cfc9,Tat Fung Textile Company Limited
D408810,77b0e539-7552-487c-8171-df9127f7fa66,"SUMITOMO ELECTRIC INDUSTRIES, LTD."
4206071,812f76a6-d460-4ee9-a2b9-4d2968e26eda,Chisso Corporation
7905967,f33a9571-8d4e-4d08-9217-64dd21837b86,"SUMITOMO METAL INDUSTRIES, LTD."
4759805,e771c7ab-ca96-431b-804a-d3affbfeb032,The Fujikura Cable Works Limited
9470457,7fd570bb-8d88-4ad9-832b-532add7b7500,"HONDA MOTOR CO., LTD."
10916018,4ef2b9c8-d3e7-40d6-ac53-8694d8fe890f,Kabushiki Kaisha Toshiba
10083599,c951c41a-7881-4280-99e5-7ec4d47e6f35,"Canary Connect, Inc."
9944693,95864808-7c0d-4bef-a1d6-96a015a115be,PepTcell Limited
6073110,321821bb-73d3-4760-9e7d-2b540486e92e,SIEMENS BUILDING TECHNOLOGIES AG
5059919,4ef2b9c8-d3e7-40d6-ac53-8694d8fe890f,Kabushiki Kaisha Toshiba
11460804,1548fb30-bae7-4aba-80da-e3dcf01b390b,Brother Kogyo Kabushiki Kaisha
4817158,29b8f534-149e-443c-b76b-3c4a222da89c,International Business Machines Corporation
6114031,a8ff5b01-5396-4174-bd3b-0245cf192b9b,"The United States of America, as represented by the Secretary of the Navy"
8203094,38cff6e0-fc52-4faf-9fa9-b72912600dee,Apple Inc.
7526433,0bc189af-3eb0-4f95-9c77-b230b103c2cb,PANASONIC HOLDINGS CORPORATION
5026038,00ec3b02-5480-4241-8d89-9544bfc0867b,"McCain Manufacturing, Inc."
8349605,cefb663c-5cd2-4e45-a182-c1d25d946b78,Colorado State University Research Foundation
9415141,1ffba2f9-1851-4faf-8176-172b8701685c,Federal State Budgetary Institution Research Institute for Complex Issues of Cardiovascular Diseases (NII KPSSZ)
7659964,88c962da-6df3-4f86-85ba-14c24c3cb600,"Taiwan Semiconductor Manufacturing Company, Ltd."
6443705,985fd244-5eb1-4187-8612-cb37a743e2a7,Ingersoll-Rand Company
6155450,bd3349a6-b3e4-4b05-aa67-4ef18095beb4,AO Centr Perspektivnykh Razarabotok
6279200,8c5cbefa-d270-4702-b95c-eb8f802c9090,Unknown
11330453,a7b79334-35a4-48e8-8143-47f2bfd65432,TELEFONAKTIEBOLAGET LM ERICSSON (PUBL)
12099732,e6f23c56-e4a4-4e0a-8849-44edbc3c809e,KIOXIA CORPORATION
12420694,f14beed9-00d9-42e0-a48f-8d4e6729e8ad,"Precision Specialized Services, LLC"
7284887,1dbb9466-e383-4e3e-8afb-743d71305efd,Asyst Technologies L.L.C.
6165922,ed78c341-04ad-4f4c-b38a-27070d0b7ec1,Corning SAS
7203082,895efbb8-9962-407d-bad5-7264416704de,Sun Microsystems Inc.
7463353,8794c2b5-7f5f-4ece-beca-0b4207f31dfa,"UCHICAGO ARGONNE, LLC"
7444969,02e3b496-9fab-4428-839a-c0f85e89489e,"NIPPON SOKEN, INC."
6558918,fef1aea6-cbe4-416e-a0e6-3ccb61d1b3ca,"Onyx Pharmaceuticals, Inc."
5657389,6bd211eb-35bc-4e1b-97a5-ec3ae8400965,"Image Data, LLC"
D862198,2f8fdf63-702b-4809-9186-671e51657b02,ABUS August Bremicker Söhne KG
5329229,209492cf-dfe3-494d-ae27-041c98ef84cd,SEIKO INSTRUMENTS INC.
4427603,461735da-1e01-4148-8ee3-7e610c5dca9b,Hoechst GmbH
8194872,0e9bd438-1279-491c-85d9-8a124695a390,"Nuance Communications, Inc."
6104172,027757d2-bb35-47c5-ab12-b6d95ec2ad18,"Power-One, Inc."
5813597,ccf2c670-80e1-4e6f-990c-2a3f04f5dc37,"Ethicon Endo-Surgery, Inc."
11489159,7d46dab2-c28d-4974-9e52-c7fa2ae3ac16,CENTRE NATIONAL DE LA RECHERCHE SCIENTIFIQUE
6177695,91d1e91f-10f3-4f56-8df0-33d4f4201e5f,VANGUARD INTERNATIONAL SEMICONDUCTOR CORPORATION
4935684,74c11be2-20ec-49fe-ac26-d839d375bd32,MITSUBISHI ELECTRIC CORPORATION
5739060,18a14ce4-b9ac-43cf-b6a5-f9b90bbf1355,UNITED MICROELECRONICS CORPORATION
5792815,7ef04a98-236d-45ad-a60f-04b60737dbc1,FMC CORPORATION
5338596,8c963cf4-0cc5-4bdf-8939-938da903da02,Varta Batterie Aktiengesellschaft
8793650,1d4a3263-81e0-42e2-9285-34101f7de27f,Microsoft Corporation
5651346,4853a0fe-2567-4024-8070-3d0ea9d108ed,MTU Motoren-und Turbinen-Union Friedrichshafen GmbH
7405419,55715b8e-9037-47c9-8e27-a2acf13d6047,Intel Corporation
7953302,9c11e46f-0d46-41ec-92cd-1068476cf398,"FUJI XEROX CO., LTD."
D1076962,048b2efe-1ff2-4857-9bbc-18422f0f1910,GOOGLE LLC
11527440,381bd52c-82de-4d0a-9816-b02d2c83dd6e,OMMIC
9967502,f354228e-3553-4520-9ba7-adc273a6e7ad,Renesas Electronics Corporation
7210383,0e3925c3-2c8c-4994-aed5-dc7ceb9943f3,"SD3, LLC"
8799465,29b8f534-149e-443c-b76b-3c4a222da89c,International Business Machines Corporation
8496410,ed6124a8-b349-4dd4-9e5c-0dff822131a7,MASSACHUSETTS INSTITUTE OF TECHNOLOGY
12135126,88b0d662-1ad5-4d90-87c2-c048c1073f0c,Quarkstar LLC
12314495,0e58b46b-2bf9-4b2e-a192-6219352efa9c,Dell Products L.P.
5603198,8acace59-8de8-453e-8124-9e44aa51090d,A.W.A.X. Progettazione E Ricerca S.r.l.
5658681,f5021410-4a6f-4599-b376-39f62139aa49,"AISIN AW CO., LTD."
5990375,b46991b6-976c-4abc-b3ed-be62a8565d8d,SCA HYGIENE PRODUCTS AB
11645585,6674b19e-00dc-4dad-8048-ebfc1273f51c,Verizon Patent and Licensing Inc.
5211339,d17234ce-2efa-459a-8681-7fc102953283,Milliken Research Corporation
5382320,54f5a7c3-f6e8-4ca1-9d96-f52326339dd9,Virginia Polytechnic Institute and State University
4889358,c8448a43-65c1-4b83-b3da-c5f541b2003a,Salomon S.A.S.
8275987,52d39fd3-7216-4f3a-952c-555e6078eee5,Nokia Siemens Networks GmbH & Co. KG
11249730,5ade6daf-95b2-4706-b836-1ec7e5ab2d97,"KONY, INC."
11340979,b4880808-baf7-4038-9bfb-cc029bb676f6,Seagate Technology LLC
4575749,67c9606b-94c0-4992-93e2-8f2b69aafd0c,RCA Corporation
7276621,d4286989-7501-4e2c-9d01-bfab4107b3fc,Eastman Chemical Company
11648554,74af38d1-98e3-4383-98d9-d98044dcfd83,"Ultima Genomics, Inc."
9147100,d1f142b3-636d-4a12-8fb1-deb26412f9f2,"SunASIC Technologies, Inc."
9811335,8a74249d-983e-402c-93eb-7e532bf26512,QuickLogic Corporation
6865631,29b8f534-149e-443c-b76b-3c4a222da89c,International Business Machines Corporation
6289038,533e0469-baac-46b7-9576-669db08092eb,"SAMSUNG DISPLAY CO., LTD."
5549116,7507291d-b3ed-493a-817c-c13fc881f123,Texas Children's Hospital
9983398,b0adcf61-dfae-4f46-8b25-d8dd472d6101,OLYMPUS CORPORATION
6511801,1a271d94-49a1-460c-b2ac-2578f4223a01,Innogenetics N.V.
8393208,c59a6661-5cf8-4710-94ff-a6b76d21206f,"Meggitt (New Hampshire), Inc."
10028128,37fa9ea3-fc60-4fa8-8f92-b3307889a502,Motorola Mobility LLC
8092653,ec7572de-4adc-4e01-82b0-0d45805d5db4,Metso Paper Inc.
11337542,2a77ad86-5e68-4a37-a159-bcb0381477e2,TCHIBO GMBH
4203230,529e2023-d34c-4489-a1be-9ed9aec774b9,Clairol Incorporated
9558047,02301435-a838-43cb-899d-d54d2579d6b6,EMC IP Holding Company LLC
H1500,bda47ad5-fd60-4a4a-a69a-1d4eb607f2a2,The United States of America as represented by the Secretary of the Army
7646125,4526301d-ef7b-43d4-8106-101b60dce8f5,FANUC CORPORATION
7535617,bda47ad5-fd60-4a4a-a69a-1d4eb607f2a2,The United States of America as represented by the Secretary of the Army
D410225,c6ad4397-37a4-4700-8e6a-9c236c42ff5e,"Senao International CO, Ltd"
8642916,779a527a-7af8-4c78-a4a1-4c5a27e5e3cb,ATI PROPERTIES LLC
11250564,77eb1e85-3fe8-42c9-a8af-908d6a937515,GE PRECISION HEALTHCARE LLC
9740766,5e8e41c7-0cbd-4859-8d10-a492adabd3f0,"Disney Enterprises, Inc."
5858558,b904f566-62d6-44a5-8689-7b5c5a3a1a19,General Electric Company
D306153,75f6f79d-8452-406a-b1c5-ad46507a2002,Unknown
3945835,4713f575-4fb6-43c5-8f37-e584da532a45,Canadian Patents and Development Limited
5127655,7fa36de2-2f4b-4708-9b7e-cb2f05de7f85,"SUMITOMO RUBBER INDUSTRIES, LTD."
7059539,486d1f45-a763-478b-908e-e86921ecd966,Task Force Tips LLC
11861496,a95ffe26-b1f9-477b-bdd0-c832e95309f7,"Aveva Software, LLC"
8210201,1b7df2b5-6ba8-45e7-978f-a91d69bf49be,HONEYWELL INTERNATIONAL INC.
6631844,5952964e-63c6-4284-9012-0fdd0643f715,Fujitsu Limited
11239489,347faccc-e123-4f14-9c99-e6f90327a9a6,"NGK INSULATORS, LTD."
12481269,4526301d-ef7b-43d4-8106-101b60dce8f5,FANUC CORPORATION
8299889,7f7f1d2f-d858-4e97-8723-87f06ac28989,"CISCO TECHNOLOGY, INC."
7321699,513a6889-f204-494c-ac43-0ffcbdd74c9e,Rytec Corporation
D1044033,1fd8c9e9-6ff0-4f36-aa6e-c23b2087fc4c,LifeNet Health
10057501,5cb5464d-f3e7-4a3a-8e5d-a128741a0b13,FUJIFILM Corporation
PP4015,ebc29cd7-e26c-4a55-b770-1ccf10098b07,Joseph H. Hill Company
10584048,95c17e69-7d40-4b70-a679-7aabf5072379,INSTITUTO MEXICANO DEL PETRÓLEO
8126656,5952964e-63c6-4284-9012-0fdd0643f715,Fujitsu Limited
11307793,2c8ca8bb-0a58-4383-aa4a-2bca097577dd,"SILICON WORKS CO., LTD."
7961366,dfdf1f1a-8f22-41dc-a7f0-855bde20ca67,CANON KABUSHIKI KAISHA
12295044,f0f43646-4157-4316-88ca-e128c16e4b58,KT CORPORATION
12288235,ba468cf2-9aa0-474c-8024-32260a73c05d,"Walmart Apollo, LLC"
5651491,f192b645-795a-486e-946d-2027a035b0bd,United States Surgical Corporation
9033207,c622b820-8a1e-40e3-ad2e-d2f5d8c7bbab,"Honda elesys Co., Ltd."
4455002,e4a38080-34e0-4ed2-be90-d80fb8688252,"Olympus Optical Co., Ltd."
8856258,533e0469-baac-46b7-9576-669db08092eb,"SAMSUNG DISPLAY CO., LTD."
8629020,47207a0d-8b8a-4b48-9b5d-c5557f0e5fca,ELECTRONICS AND TELECOMMUNICATIONS RESEARCH INSTITUTE
4932593,8720db68-c119-483e-8bcb-244b1565116a,Lucas Industries public limited company
9765234,fd3b4ed9-fb12-4866-9885-282c43154b89,"LG Chem, Ltd."
11074543,c67db17a-7828-4c7d-b983-a0971cafce99,"Sender, Inc."
7298543,4840cedc-7dcd-4aa9-9d62-ee877f7ef128,Xerox Corporation
6495355,ccd8d314-8428-4369-a07a-f303224a173a,The Board of Trustees of the Leland Stanford Junior University
6222713,cad654bf-8f12-4a4f-94ec-f92ff3e5139d,Schurter Holding AG
10855305,55715b8e-9037-47c9-8e27-a2acf13d6047,Intel Corporation
5929957,744b959d-7cdf-46f6-9be3-908cce5e002d,"Samsung Display Devices Co., Ltd."
12480959,12a202e7-885d-4400-a1de-75d7c233f35e,Academisch Ziekenhuis Maastricht
4621674,e757fd15-3f42-43c1-82df-c3a2412013a1,Swiss Aluminium Ltd.
5014108,91896e66-dfbb-4c89-8418-a0d710026e1c,HARRIS CORPORATION
11324172,6790f568-75cf-4b34-9845-b28357aa2c96,"BOE Optical Science and Technology Co., Ltd."
10578871,9e9c2fa7-5cc8-4a5a-b8d2-a9c46a96259f,"QD LASER, INC."
5720024,93f8c962-7a18-45c0-b192-7a141f9a8b6c,"HITACHI, LTD."
D328489,ab4975a4-cc63-4597-b367-8bec16bb8b2c,American Standard Inc.
D618546,10f623f4-46ce-449a-beab-43860a1dcd84,The Secretary of State for Defense in her Brittannic Majesty's Government of the United Kingdom of Great Britain and Northern Ireland
