patent_id,patent_title,patent_date
10029612,Lamp for vehicle and method of controlling the same,2018-07-24
10029613,System and method for detecting potential accident situations with a car,2018-07-24
10029614,Interior rearview mirror assembly,2018-07-24
10029615,Bimodal mechanism with optical switch,2018-07-24
10029616,Rearview mirror assembly for vehicle,2018-07-24
10029617,Cover for a gap behind a rear seat backrest in a vehicle,2018-07-24
10029618,Removable and expandable storage unit for a motor vehicle,2018-07-24
10029619,Vehicle center console assembly,2018-07-24
10029620,Hidden storage compartment within center console,2018-07-24
10029621,Rear view camera system using rear view mirror location,2018-07-24
10029622,Self-calibration of a static camera from vehicle information,2018-07-24
10029623,Camera mounting system for a vehicle,2018-07-24
10029624,Sheet metal molding for motor vehicles and process for producing a sheet metal molding for motor vehicles,2018-07-24
10029625,"Bracket support structures for vehicle trim panels, and methods of using the same",2018-07-24
10029627,Vehicle exterior guard assembly,2018-07-24
10029628,"Insulation fiber composite with excellent formability and surface property, and manufacturing method for the same",2018-07-24
10029629,"Curvature regulation member, protective tube assembly having the same, and power supply device having the same",2018-07-24
10029630,Fuel economy display device,2018-07-24
10029631,Electric system stabilizing system for aircraft,2018-07-24
10029632,Method for operating an on-board electrical system,2018-07-24
10029633,Protective member for a vehicle,2018-07-24
10029634,Vehicle bumper assembly,2018-07-24
10029635,Vehicle front portion structure equipped with pedestrian collision detecting sensor,2018-07-24
10029636,"Radiator screen device, radiator screen unit, and industrial vehicle",2018-07-24
10029637,Method for triggering a plurality of actuators of a safety system of a motor vehicle,2018-07-24
10029638,Secondary impact airbag,2018-07-24
10029639,Driver assistance apparatus for vehicle and vehicle,2018-07-24
10029640,Method and apparatus for detecting airbag deployment,2018-07-24
10029641,Crashworthy and safe frame for vehicle,2018-07-24
10029642,Enhanced steering system utilizing fixed dab for occupant protection in frontal impacts with laterial loading,2018-07-24
10029643,Airbag including a plurality of fingers extending from an impact surface,2018-07-24
10029644,Airbag,2018-07-24
10029645,Airbag and method for operating a vehicle occupant protection system,2018-07-24
10029646,Airbag apparatus for reducing injury,2018-07-24
10029647,Seatbelt retractor for a seatbelt system and method for installing a seatbelt retractor,2018-07-24
10029648,Premises security,2018-07-24
10029649,"Vehicle system, onboard apparatus, and portable device",2018-07-24
10029650,License plate validation,2018-07-24
10029651,Heating element comprising films,2018-07-24
10029652,Wiper blade adapter system,2018-07-24
10029653,Windshield touch and clean system,2018-07-24
10029654,Enhanced vehicle cleaning,2018-07-24
10029655,Wheel and lug nut cleaning device,2018-07-24
10029656,Cleaning apparatus,2018-07-24
10029657,Parking device,2018-07-24
10029658,Method and assembly for boosting the brake force of an electrohydraulic motor vehicle brake system,2018-07-24
10029659,Electrohydraulic motor vehicle brake system and method for operating the same,2018-07-24
10029660,Method for controlling a brake device in a traction vehicle-trailer combination and brake device controlled according to said method,2018-07-24
10029661,Cylinder device,2018-07-24
10029662,Vehicle brake device,2018-07-24
10029663,Electro-hydraulic motor vehicle brake system and method for the operation thereof,2018-07-24
10029664,Braking system and method for a vehicle,2018-07-24
10029665,Brake device,2018-07-24
10029666,Hot wheel protection valve,2018-07-24
10029667,Energy management method for an electric vehicle,2018-07-24
10029668,Control apparatus for internal combustion engine,2018-07-24
10029669,Powertrain and method of coordinating chassis and propulsion system torque limits,2018-07-24
10029670,System and method to prevent driveline float in lash region,2018-07-24
10029671,Methods relating to exhaust after-treatment devices,2018-07-24
10029672,System and method for energy rate balancing in hybrid automatic transmissions,2018-07-24
10029673,Speed limiting of altitude compensation for target engine speed in hybrid electric vehicles,2018-07-24
10029674,Control device for hybrid vehicle and hybrid vehicle,2018-07-24
10029675,Control device for hybrid vehicle,2018-07-24
10029676,Hands on steering wheel detect,2018-07-24
10029677,Vehicle control system and method,2018-07-24
10029678,Drive control device with traction control function for right-left independent drive vehicle,2018-07-24
10029679,Controlling skidding vehicles,2018-07-24
10029680,Method and device for handing over a motor vehicle to the driver during an automatic parking space-leaving maneuver,2018-07-24
10029681,Vehicle erroneous start control device,2018-07-24
10029682,Surrounding vehicle classification and path prediction,2018-07-24
10029683,Saddle-ride vehicle with autonomous braking and method of operating same,2018-07-24
10029684,Method for operating a longitudinally guiding driver assistance system of a motor vehicle and motor vehicle,2018-07-24
10029685,Vehicle speed limiter,2018-07-24
10029686,Drivetrain system implementing predictive control,2018-07-24
10029687,Automatically controlling vehicle speed in accordance with a set-speed,2018-07-24
10029688,Controlling engine auto-start while in reverse,2018-07-24
10029689,Vehicle control apparatus,2018-07-24
10029690,Method and system for control of temperature of an exhaust aftertreatment system,2018-07-24
10029691,"Operating strategy for hybrid vehicles for the implementation of a load point shift, a recuperation and a boost",2018-07-24
10029692,Vehicle drive system,2018-07-24
10029693,Active acceleration limit management and gear shift scheduling based on driving environment,2018-07-24
10029694,Control strategy for a powertrain system,2018-07-24
10029695,Methods and systems for a belt-driven integrated starter generator,2018-07-24
10029696,Context-based grading,2018-07-24
10029697,Systems and methods for classifying driver skill level,2018-07-24
10029698,Adaptive passenger comfort enhancement in autonomous vehicles,2018-07-24
10029699,Control apparatus for hybrid vehicle,2018-07-24
10029700,Infotainment system with head-up display for symbol projection,2018-07-24
10029701,Controlling driving modes of self-driving vehicles,2018-07-24
10029702,"Device for attaching a cabin designed to be hauled by a cable, vehicle equipped with such a device, and installation for transporting by cable comprising one such vehicle",2018-07-24
10029703,Sandbox for rail vehicles,2018-07-24
10029704,Consist adhesion level control system for locomotives,2018-07-24
10029705,Railroad tank car manway assembly,2018-07-24
10029706,Method for actuating discharge doors of railroad hopper cars,2018-07-24
10029707,Baffle,2018-07-24
10029708,Autonomous railroad monitoring and inspection device,2018-07-24
10029709,Railcar,2018-07-24
10029710,Illumination of vehicle doors,2018-07-24
10029711,Solebar for a railway vehicle,2018-07-24
10029712,Stabilized railway freight car truck,2018-07-24
10029713,Rail handbrake with prolonged release,2018-07-24
10029714,Locomotive health-based train pacing system,2018-07-24
10029715,Intelligent locomotive brake control system,2018-07-24
10029716,Mass transit safety notification system and device,2018-07-24
10029717,Railroad track circuits,2018-07-24
10029718,Modular cart,2018-07-24
10029719,Foldable utility cart,2018-07-24
10029720,Transporting loads on support surfaces,2018-07-24
10029721,Hydration cart,2018-07-24
10029722,Transport device,2018-07-24
10029723,Input system disposed in steering wheel and vehicle including the same,2018-07-24
10029724,Steering assembly,2018-07-24
10029725,"Torque feedback system for a steer-by-wire vehicle, vehicle having steering column, and method of providing feedback in vehicle",2018-07-24
10029726,Electric power steering device,2018-07-24
10029727,Rotating electric machine control device,2018-07-24
10029728,Vehicle adaptive steering control apparatus,2018-07-24
10029729,Systems and methods for corner based reference command adjustment for chassis and active safety systems,2018-07-24
10029730,Parking assist system and method for setting parking complete criterion of parking assist system,2018-07-24
10029731,Work vehicle,2018-07-24
10029732,Vehicle structure,2018-07-24
10029733,Vehicle body structure,2018-07-24
10029734,Rocker insert formed by connected tubular members,2018-07-24
10029735,Vehicle body structure,2018-07-24
10029736,Roof frame including a brace reinforcing arched members,2018-07-24
10029737,Floor panel,2018-07-24
10029738,Turf maintenance vehicle and support platform isolator system for same,2018-07-24
10029739,Composite panel,2018-07-24
10029740,Component arrangement,2018-07-24
10029741,Mega elongator,2018-07-24
10029742,Hinged load panel for package delivery vehicles,2018-07-24
10029743,Insulating panel for a commercial vehicle superstructure and commercial vehicle with a commercial vehicle superstructure,2018-07-24
10029744,Vehicle cab suspension,2018-07-24
10029745,Inflatable panel for an aerodynamic fairing assembly,2018-07-24
10029746,Downforce generating duct for a vehicle,2018-07-24
10029747,Vehicle coupling lines storage and control arrangement,2018-07-24
10029748,Articulated tracked vehicle,2018-07-24
10029749,Automatically adjusting swing legs for mounting and aligning and reorienting crawlers,2018-07-24
10029750,Stabilizing structure for a trailer,2018-07-24
10029751,Front structure of saddle riding type vehicle,2018-07-24
10029752,Saddlebag support apparatus,2018-07-24
10029753,Device for enhanced safety in using a side stand for parking of two wheeled vehicle,2018-07-24
10029754,Bicycle electrical system,2018-07-24
10029755,Cycle and associated components,2018-07-24
10029756,Impact absorbing support for a wheel,2018-07-24
10029757,Bicycle handlebar clamp and bicycle handlebar clampassembly,2018-07-24
10029758,Bicycle air spring,2018-07-24
10029759,"Bicycle control device, motor assist bicycle including bicycle control device, and method of controlling motor of motor assist bicycle",2018-07-24
10029760,Low heave semi-submersible offshore structure,2018-07-24
10029761,Boat expanding and contracting apparatus,2018-07-24
10029762,Tether and clamp assembly,2018-07-24
10029763,Chain stopper,2018-07-24
10029764,Shallow water anchor,2018-07-24
10029765,Submerged object suspended from a towing cable optimized to neutralize disrupting hydrodynamic forces,2018-07-24
10029766,Hitching a fish up to a towed sonar,2018-07-24
10029767,Recreational flotation device,2018-07-24
10029768,Device for blocking or sealing an opening in a wall,2018-07-24
10029769,System and method for communicating near-real time marine navigation information,2018-07-24
10029770,Use of an air lubrication system for reducing marine growth on a vessel,2018-07-24
10029771,Floating recovery device for underwater equipment,2018-07-24
10029772,Floatation apparatus,2018-07-24
10029773,Submerged sailing vessel,2018-07-24
10029774,Tiller assist,2018-07-24
10029775,Propulsion system for a person or a watercraft,2018-07-24
10029776,Seals for gored balloon,2018-07-24
10029777,Joints between a composite skin and a load-bearing component and methods of forming same,2018-07-24
10029778,Aircraft door with compressible header,2018-07-24
10029779,Winglet,2018-07-24
10029780,Stiffened composite panels,2018-07-24
10029781,Shape memory alloy-actuated propeller blades and shape memory alloy-actuated propeller assemblies,2018-07-24
10029782,Actuator system for aircraft control surface,2018-07-24
10029783,Rotorcraft flapping lock,2018-07-24
10029784,Flexbeam unit for a bearingless or a hinge- and bearingless multi-blade rotor of a rotary wing aircraft,2018-07-24
10029785,Aircraft capable of vertical takeoff,2018-07-24
10029786,Light aircraft using parachute/paraglider wing,2018-07-24
10029787,Interactive transport services provided by unmanned aerial vehicles,2018-07-24
10029788,Vision based calibration system for unmanned aerial vehicles,2018-07-24
10029789,Context-based flight mode selection,2018-07-24
10029790,Device that controls flight altitude of unmanned aerial vehicle,2018-07-24
10029791,Weapon interface system and delivery platform employing the same,2018-07-24
10029792,Personal electronic device mounting assemblies,2018-07-24
10029793,Deployable seatback holder for portable electronic devices,2018-07-24
10029794,Outboard rotating pivot bin assembly,2018-07-24
10029795,Aircraft galley monument structure,2018-07-24
10029796,"Fixture for electronic devices, vehicle seat with integrated fixture and method for mounting an electronic device in a fixture",2018-07-24
10029797,Personal ventilation in an aircraft environment,2018-07-24
10029798,Structure and method for reducing air flow in a wall volume of an aircraft,2018-07-24
10029799,Air conditioning method and system for aircraft,2018-07-24
10029800,"Heat recovery system, in particular for use on aircraft, using a two-phase fluid circuit",2018-07-24
10029801,AFT engine mounting link rotational stop collar,2018-07-24
10029802,Tiltrotor aircraft having pillow block mounted pylon assemblies,2018-07-24
10029803,Replaceable power modules on aerial vehicles,2018-07-24
10029804,"On-board, computerized landing zone evaluation system for aircraft",2018-07-24
10029805,System for adjusting the profiles of aeronautical structures,2018-07-24
10029806,Systems and methods for satellite constellation launch using air-launched vehicles,2018-07-24
10029807,Spacecraft and orbital plane change method therefor,2018-07-24
10029808,Structurally integrated thermal management system for aerospace vehicles,2018-07-24
10029809,Retention sleeve with rolling bearings in a hold-down release apparatus,2018-07-24
10029810,Single dose screening for particulate materials,2018-07-24
10029811,Strip splicing,2018-07-24
10029812,System and method for covering stacks of biomass,2018-07-24
10029813,Automated bag handling,2018-07-24
10029814,Folding unit for producing folded packages of pourable food products from relative sealed packs,2018-07-24
10029815,Bagging station for filling paper-type bags,2018-07-24
10029816,Pressure sensitive labels for use in a cold transfer method and process for making,2018-07-24
10029817,Variable displacement container base,2018-07-24
10029818,Method of packaging a free standing machine using a multi-component base structure,2018-07-24
10029819,Plastic pallet with centerline markings and associated methods,2018-07-24
10029820,Transport aid device and method for the use thereof,2018-07-24
10029821,Retainable scoop and container,2018-07-24
10029822,Longitudinally segregated vessel,2018-07-24
10029823,Method for container and handle attachment,2018-07-24
10029824,Stackable low depth tray,2018-07-24
10029825,Method and system for leak detection in vacuum bagging,2018-07-24
10029826,False flange child resistant closure for recloseable pouch and methods,2018-07-24
10029827,Membrane type stopper,2018-07-24
10029828,Container lid assembly and insert constructions,2018-07-24
10029829,Self-adjusting preload for memory alloy wire,2018-07-24
10029830,Tanker truck with soft start/stop system,2018-07-24
10029831,Multi-function water bottle having multi-function cap,2018-07-24
10029832,Container sealing device,2018-07-24
10029833,Quickly-sealing cover,2018-07-24
10029834,Cable tie employing composite of nylon and carbon nanotubes,2018-07-24
10029835,Tool-free cable mounting device,2018-07-24
10029836,Animal feed covers and systems and methods for their production and use,2018-07-24
10029837,Carton with article protection insert,2018-07-24
10029838,Clamshell package and method of forming the same,2018-07-24
10029839,Article including a bottle of cosmetic product and a pack,2018-07-24
10029840,Self-adhesive label valve,2018-07-24
10029841,Damage indicating packaging,2018-07-24
10029842,Insulating device,2018-07-24
10029843,False eyelash dispenser,2018-07-24
10029844,Aerosol housing mechanism and aerosol-type product having the aerosol housing mechanism,2018-07-24
10029845,Metered dose inhalers,2018-07-24
10029846,Wire drum,2018-07-24
10029847,Distribution of tetrahedral packages,2018-07-24
10029848,Flexible liquid transport tank with surge dampening baffles,2018-07-24
10029849,Garbage can attachment,2018-07-24
10029850,Storage and retrieval system case unit detection,2018-07-24
10029851,Routing based on automation capabilities in inventory system,2018-07-24
10029852,Transport chute and assembly line using same,2018-07-24
10029853,Conveyor belt with dual coefficient of friction,2018-07-24
10029854,Belt conveyor load zone support assembly,2018-07-24
10029855,Multi-rail/roller compliance system for independent mover products,2018-07-24
10029856,"Apparatuses, systems, and methods for transporting medications from a central pharmacy to a patient in a healthcare facility",2018-07-24
10029857,Package loading instruction method and loading instruction system,2018-07-24
10029858,Equipment for stacking items such as cans and arranging them according to a predetermined order on a stacking platform,2018-07-24
10029859,Article feed system for aligning and singulating articles,2018-07-24
10029860,Rotary hopper feeder for conveying and separating connection elements that have at least one shaft,2018-07-24
10029862,Conveying system,2018-07-24
10029863,Electric turnout unit for automatic conveying apparatus,2018-07-24
10029864,"Attitude changing apparatus, aligning apparatus, attitude changing method and aligning method",2018-07-24
10029865,Parallel recirculating gantry system on a rollercoaster-style track,2018-07-24
10029866,Image forming apparatus,2018-07-24
10029867,Feeding device,2018-07-24
10029868,Sheet feed device and image forming apparatus including the same,2018-07-24
10029869,Sheet conveyance apparatus and image forming apparatus,2018-07-24
10029870,Recording medium conveyance apparatus and image forming apparatus,2018-07-24
10029871,Image forming apparatus and setting method,2018-07-24
10029872,Image forming apparatus,2018-07-24
10029873,Apparatus for controlling conveyance between rollers,2018-07-24
10029874,Motorization group of reels in a machine for winding plastic film,2018-07-24
10029875,Winding device for winding a web-shaped material and method for changing a reel in a winding device,2018-07-24
10029876,Interliner method and apparatus,2018-07-24
10029877,Conveyor section having a fan for dust removal,2018-07-24
10029878,Dual-stage sheet stacking and dropping apparatus,2018-07-24
10029879,Transport apparatus,2018-07-24
10029880,Sheet bundle binding device and image forming system having the same,2018-07-24
10029881,Medium processing device and medium transaction device,2018-07-24
10029882,Looped pile film roll core,2018-07-24
10029883,Method for controlling an elevator,2018-07-24
10029884,Building management system integrated with elevator display,2018-07-24
10029885,Elevator,2018-07-24
10029886,Method and mechanism for releasing hydraulic elevator brakes,2018-07-24
10029887,Electroless metal coating of load bearing member for elevator system,2018-07-24
10029888,Method and arrangement,2018-07-24
10029889,Method for handling and modernizing ropes in an elevator and arrangement for dismantling ropes of an elevator,2018-07-24
10029890,Passenger conveyor system,2018-07-24
10029891,Trench roller lifting adapter,2018-07-24
10029892,Hoisting rope arrangement in crane trolley,2018-07-24
10029893,Winch system,2018-07-24
10029894,Small vehicle adjustable lift,2018-07-24
10029895,Arrangement and method for operating a storage and retrieval unit,2018-07-24
10029896,Tool coupler having compact locking configuration,2018-07-24
10029897,Control valve and system with primary and auxiliary function control,2018-07-24
10029898,Maximizing scissor lift breakover angle with fixed pothole protection,2018-07-24
10029899,Work platform with protection against sustained involuntary operation,2018-07-24
10029900,"Treatment apparatus, using a sterilizing substance, for closures for containers",2018-07-24
10029901,"Filling element, filling system and method for filling containers",2018-07-24
10029902,Filling machine,2018-07-24
10029903,Bottle transfer coupling device,2018-07-24
10029904,Beverage dispensing system,2018-07-24
10029905,Device for transferring a liquid from a can to a tank in a sealed manner,2018-07-24
10029906,Fuel delivery system and method,2018-07-24
10029907,Portable fuel storage device,2018-07-24
10029908,Dielectric cladding of microelectromechanical systems (MEMS) elements for improved reliability,2018-07-24
10029909,Non-symmetric arrays of MEMS digital variable capacitor with uniform operating characteristics,2018-07-24
10029910,Formation method of MEMS device structure with cavities,2018-07-24
10029911,Micromechanical component including a diffusion stop channel,2018-07-24
10029912,Micro-electro-mechanical transducer having an optimized non-flat surface,2018-07-24
10029913,Removal of a reinforcement ring from a wafer,2018-07-24
10029914,Internally generated DFT stepped hysteresis sweep for electrostatic MEMS,2018-07-24
10029915,Functionally switchable self-assembled coating compound for controlling translocation of molecule through nanopores,2018-07-24
10029916,Metal nanowire networks and transparent conductive material,2018-07-24
10029917,Hypochlorous acid preparation with organic acids,2018-07-24
10029918,"Ferrous phosphate powders, lithium iron phosphate powders for Li-ion battery, and methods for manufacturing the same",2018-07-24
10029919,Multicrystalline silicon brick and silicon wafer therefrom,2018-07-24
10029920,"Separation of terbium(III,IV) oxide",2018-07-24
10029921,Method for lowering the pressure inside the hood interior of a separator arrangement,2018-07-24
10029922,Transportable multi-chamber water filtration systems,2018-07-24
10029923,Water treatment device,2018-07-24
10029924,Method and apparatus for treating potable water in municipal and similar water tanks,2018-07-24
10029925,Apparatus and method for cleaning water,2018-07-24
10029926,System and method for inactivation of infectious pancreatic necrosis virus (IPNV) using medium pressure ultraviolet (UV) light,2018-07-24
10029927,Modular sand filtration-anchor system and wave energy water desalination system and methods of using potable water produced by wave energy desalination,2018-07-24
10029928,Device for manufacturing sodium hypochlorite or hypochlorous acid and water treatment system in general,2018-07-24
10029929,Water treatment process and water treatment system,2018-07-24
10029930,Water clarification method and device,2018-07-24
10029931,Multi-stage dispensers,2018-07-24
10029932,Dispensing systems,2018-07-24
10029933,Integrated utility system,2018-07-24
10029934,Glass furnace,2018-07-24
10029935,Amorphous alloy molding die and method for forming optical element,2018-07-24
10029936,Apparatus for forming glass with edge directors and methods,2018-07-24
10029937,Printer head for 3D printing,2018-07-24
10029938,Method for producing synthetic quartz glass of SiO2 granulate and SiO2 granulate suited therefor,2018-07-24
10029939,Ceramic composite beads and methods for making same,2018-07-24
10029940,Laser-separated edges with controlled roughness,2018-07-24
10029941,Machining methods of forming laminated glass structures,2018-07-24
10029942,Method and apparatus providing increased UVLED intensity and uniform curing of optical-fiber coatings,2018-07-24
10029943,Rotary atomiser for atomising molten material,2018-07-24
10029944,Modified cement tile adhesive and grout,2018-07-24
10029945,"Geopolymer-binder system for fire concretes, dry fire concrete mix containing the binder system and also the use of the mix",2018-07-24
10029946,"Cement composition additive containing polycarboxylic acid copolymer, zinc oxide particles and gluconate",2018-07-24
10029947,Refractory castables with hydrophobic aggregates,2018-07-24
10029948,"Sintered material, tool including sintered material, and sintered material production method",2018-07-24
10029949,"Precursor material for additive manufacturing of low-density, high-porosity ceramic parts and methods of producing the same",2018-07-24
10029950,"Mortar mixture for thermal insulation and/or as fire protection and for universal applications, and methods for the production and use thereof",2018-07-24
10029951,Retrieving aggregates and powdery mineral material from demolition waste,2018-07-24
10029952,Compositions for growth and vigour in soybean,2018-07-24
10029953,Composition for dust control and improved material handling,2018-07-24
10029954,Liquid fertilizer composition containing color change indicator,2018-07-24
10029955,"Capsule for high pressure, high temperature processing of materials and methods of use",2018-07-24
10029956,Therapies for cancer using isotopically substituted lysine,2018-07-24
10029957,Methane conversion apparatus and process using a supersonic flow reactor,2018-07-24
10029958,"Method for the production of paraxylene, comprising two simulated moving bed separation and two isomerization units, one being in the gas phase",2018-07-24
10029959,Process for obtaining olefins by metathesis,2018-07-24
10029960,Catalysts and methods for producing propylene from ethylene and butene,2018-07-24
10029961,"Azeotropic compositions of hydrogen fluoride and Z-3,3,3-trifluoro-1-chloropropene",2018-07-24
10029962,Process for producing C3 chlorinated alkane and alkene compounds,2018-07-24
10029963,"Composition comprising HF and 1,3,3,3-tetrafluoropropene",2018-07-24
10029964,"Azeotropic or azeotrope-like compositions of 3,3,3-trifluoropropyne and water",2018-07-24
10029965,Process for producing polyhydric alcohol,2018-07-24
10029966,Method and reaction equipment for preparing dimethyl ether and olefin from methanol,2018-07-24
10029967,"Tri-substituted aromatic-containing monomers, copolymers and methods for use",2018-07-24
10029968,Process for producing alcohol analogue,2018-07-24
10029969,Method of producing optically-active aldehyde,2018-07-24
10029970,"Method for producing specific α, β-unsaturated aldehydes",2018-07-24
10029971,Methods for selective oxidation of alpha tocotrienol in the presence of non-alpha tocotrienols,2018-07-24
10029972,Use of heteroleptic indium hydroxides as precursors for INP nanocrystals,2018-07-24
10029973,Optimized liquid-phase oxidation,2018-07-24
10029974,Method and apparatus for manufacturing continuous acrylic acid through propane partial oxidation reaction,2018-07-24
10029975,Method for the production of bio-sourced acrylic acid,2018-07-24
10029976,Process and plant for the purification of acrylic acid,2018-07-24
10029977,Process for preparing a diamine/dicarboxylic acid salt,2018-07-24
10029978,Cycloaliphatic and aliphatic diamine-based fatty acid diamides used as organogelators,2018-07-24
10029979,N-(4-hydroxy-4-methyl-cyclohexyl)-4-phenyl-benzenesulfonamides and N-(4-hydroxy-4-methyl-cyclohexyl)-4-(2-pyridyl)benzenesulfonamides and their therapeutic use,2018-07-24
10029980,Method for producing methionine,2018-07-24
10029981,Process for producing perfluoropolyoxyalkylene peroxide compound,2018-07-24
10029982,"Light absorptive compound, polymer composition containing the compound, polymer film, and cured layer",2018-07-24
10029983,Urea derivative or pharmacologically acceptable salt thereof,2018-07-24
10029984,Mono- or di-substituted indole derivatives as dengue viral replication inhibitors,2018-07-24
10029985,Methods of preparing Tecovirimat,2018-07-24
10029986,Alkynyl pyridine-substituted amide compound and pesticide,2018-07-24
10029987,Therapeutic compounds and compositions,2018-07-24
10029988,HDAC inhibitors,2018-07-24
10029989,Imidazole derivatives,2018-07-24
10029990,Agent for inducing endogenous interferon,2018-07-24
10029991,Modulators of development of adipocyte and cancer cells,2018-07-24
10029992,Diaminotriazine compounds and their use as herbicides,2018-07-24
10029993,"Disubstituted 1, 2, 4-triazine compound",2018-07-24
10029994,Isoxazole hydroxamic acid compounds as LpxC inhibitors,2018-07-24
10029995,"[6,6] fused bicyclic HDAC8 inhibitors",2018-07-24
10029996,"Class of cyano-substituted asymmetric cyanine dyes, synthesizing method and application thereof",2018-07-24
10029997,Compositions and methods for treating cancers,2018-07-24
10029998,Acesulfame potassium compositions and processes for producing same,2018-07-24
10029999,Acesulfame potassium compositions and processes for producing same,2018-07-24
10030000,Acesulfame potassium compositions and processes for producing same,2018-07-24
10030001,Process for the production and isolation of 5-hydroxymethylfurfural,2018-07-24
10030002,Coumarin derivative for detection of cysteine and process for the synthesis thereof,2018-07-24
10030003,Synthesis of isoflavanes and intermediates thereof,2018-07-24
10030004,Compounds and methods of use,2018-07-24
10030005,Inhibitors of RET,2018-07-24
10030006,Coumarin based Hsp90 inhibitors with urea and ether substituents,2018-07-24
10030007,Quinazolin-THF-amines as PDE1 inhibitors,2018-07-24
10030008,Bifunctional molecules with antibody-recruiting and entry inhibitory activity against the human immunodeficiency virus,2018-07-24
10030009,Flavonoid derivative compounds and method for preparing same by depolymerization of condensed tannins,2018-07-24
10030010,Route of synthesis for the preparation of suvorexant,2018-07-24
10030011,"Substituted fused imidazole derivatives, pharmaceutical compositions, and methods of use thereof",2018-07-24
10030012,Piperidin-1-yl and azepin-1-yl carboxylates as muscarinic M4 receptor agonists,2018-07-24
10030013,Heteroaryl compounds as IRAK inhibitors and uses thereof,2018-07-24
10030014,"Process for preparing methyl {4,6-diamino-2-[1-(2-fluorobenzyl)-1H-pyrazolo[3,4-b]pyridin-3-yl]pyrimidin-5-yl}methylcarbamate and its purification for use as pharmaceutically active compound",2018-07-24
10030015,"Amine compounds having anti-inflammatory, antifungal, antiparasitic, and anticancer activity",2018-07-24
10030016,Heterocyclic compounds useful as PDK1 inhibitors,2018-07-24
10030017,Histone demethylase inhibitors,2018-07-24
10030018,"Hydroxyethyl sulfonate of cyclin-dependent protein kinase inhibitor, crystalline form thereof and preparation method therefor",2018-07-24
10030019,Bicyclic compounds and their use as antibacterial agents and β-lactamase inhibitors,2018-07-24
10030020,Spirocycle compounds and methods of making and using same,2018-07-24
10030021,Spirocyclic morphinans and use thereof,2018-07-24
10030022,Method of stabilizing riboflavin,2018-07-24
10030023,Mercaptoalkylglycolurils and use of same,2018-07-24
10030024,Imidazopyridazines useful as inhibitors of the PAR-2 signaling pathway,2018-07-24
10030025,"Substituted [1,2,4]triazolo[4,3-a]pyrazines as selective NK-3 receptor antagonists",2018-07-24
10030026,Difluoroethylpyridine derivatives as NR2B NMDA receptor antagonists,2018-07-24
10030027,Soluble guanylate cyclase stimulators,2018-07-24
10030028,Method for producing a spirooxindole derivative,2018-07-24
10030029,Imidazole derivative used as antiviral agent and use thereof in preparation of medicament,2018-07-24
10030030,Crystals of dispiropyrrolidine derivatives,2018-07-24
10030031,"Orvinol and thevinol derivatives useful in the treatment of drug and alcohol abuse, depression, anxiety, or a compulsive disorder",2018-07-24
10030032,Methods useful in the synthesis of halichondrin B analogs,2018-07-24
10030033,Synthesis of an antiviral compound,2018-07-24
10030034,Heterocycle amines and uses thereof,2018-07-24
10030035,Muscarinic receptor agonists,2018-07-24
10030036,Method and dyes for detecting and destroying cancer cells,2018-07-24
10030037,Diaminosilane compounds,2018-07-24
10030038,Monoaminosilane compounds,2018-07-24
10030039,Anti-cancer agent and cancer cell killing method,2018-07-24
10030040,"Preparation of (S,S)-secoisolariciresinol diglucoside and (R,R)-secoisolariciresinol diglucoside",2018-07-24
10030041,C-terminal Hsp90 inhibitors,2018-07-24
10030042,Synthesis of bicyclic nucleosides,2018-07-24
10030043,Method for the synthesis of clofarabine,2018-07-24
10030044,Nucleotides for the treatment of liver cancer,2018-07-24
10030045,Primers and methods for nucleic acid amplification,2018-07-24
10030046,Affinity tags and processes for purifying and immobilizing proteins using same,2018-07-24
10030047,Peptide macrocycles against acinetobacter baumannii,2018-07-24
10030048,Inhibitors of NF κ-B activity for treatment of diseases and disorders,2018-07-24
10030049,Triazole macrocycle systems,2018-07-24
10030050,"Peptide having osteoclast differentiation and activation inhibition, and use of same",2018-07-24
10030051,Antibody targeting through a modular recognition domain,2018-07-24
10030052,Parvovirus Vp1 unique region polypeptides and compositions thereof,2018-07-24
10030053,Immunogenic compositions and methods of use thereof,2018-07-24
10030054,Campylobacter immunogenic compositions and uses thereof,2018-07-24
10030055,"Polypeptide exhibiting fluorescent properties, and utilization of the same",2018-07-24
10030056,Agents for preventing and treating HIV and other viral infections,2018-07-24
10030057,Biodegradable matrix comprising stem cells that express soluble TRAIL,2018-07-24
10030058,Modulating gamma-C-cytokine activity,2018-07-24
10030059,Modulators of gamma-C-cytokine activity,2018-07-24
10030060,Long-acting polypeptides and methods of producing same,2018-07-24
10030061,Hepcidin analogues and uses thereof,2018-07-24
10030062,Growth hormone fusion proteins with growth hormone receptor agonist activity,2018-07-24
10030063,Production of therapeutic proteins in genetically modified mammalian cells,2018-07-24
10030064,Mammalian cell culture processes for protein production,2018-07-24
10030065,"MHC multimers, methods for their generation, labeling and use",2018-07-24
10030066,"Immune receptor modifier conjugate and preparation method and use thereof, coupling precursor for preparing same, and compound for synthesizing coupling precursor",2018-07-24
10030067,Compounds for treating neurodegenerative proteinopathies,2018-07-24
10030068,Synthetic single domain antibody,2018-07-24
10030069,High affinity human antibodies to human cytomegalovirus (CMV) gB protein,2018-07-24
